掩码,特征码,固定位掩码,固定位码,操作码位掩码,操作数位掩码,指令名
11111111111100000000111100000000,11101011000100000000111100000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,CMN(register),
11111111111000000000000000000000,11101011010000000000000000000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,ADC(register),
11111111111000000000000000000000,11101011011000000000000000000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,SBC(register),
11111111111000000000100000000000,11101011101000000000000000000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,SUB(register),
11111111111000000000010000000000,11101011101000000000000000000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,SUB(register),
11111111111000000000001000000000,11101011101000000000000000000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,SUB(register),
11111111111000000000000100000000,11101011101000000000000000000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,SUB(register),
11111111111100000000111100000000,11101011101000000000111100000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,UNPREDICTABLE,
11111111111100000000111100000000,11101011101100000000111100000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,CMP(register),
11111111111000000000000000000000,11101011110000000000000000000000,11111110000000000000000000000000,11101010000000000000000000000000,00000001111111110000111100000000,00000000000000001111000011111111,RSB(register),
11111111111011110111000011110000,11101010010011110000000000000000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,MOV(register),
11111111111011110100000000110000,11101010010011110100000000000000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,LSL(immediate),
11111111111011110010000000110000,11101010010011110010000000000000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,LSL(immediate),
11111111111011110001000000110000,11101010010011110001000000000000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,LSL(immediate),
11111111111011110000000010110000,11101010010011110000000010000000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,LSL(immediate),
11111111111011110000000001110000,11101010010011110000000001000000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,LSL(immediate),
11111111111011110000000000110000,11101010010011110000000000010000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,LSR(immediate),
11111111111011110000000000110000,11101010010011110000000000100000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,ASR(immediate),
11111111111011110111000011110000,11101010010011110000000000110000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,RRX,
11111111111011110000000001110000,11101010010011110000000001110000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,ROR(immediate),
11111111111011110000000010110000,11101010010011110000000010110000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,ROR(immediate),
11111111111011110001000000110000,11101010010011110001000000110000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,ROR(immediate),
11111111111011110010000000110000,11101010010011110010000000110000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,ROR(immediate),
11111111111011110100000000110000,11101010010011110100000000110000,11111111111011110000000000000000,11101010010011110000000000000000,00000000000000000111000011110000,00000000000100001000111100001111,ROR(immediate),
11111111111111111111000011110000,11111010100111111111000000000000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SADD16,
11111111111111111111000011110000,11111010101011111111000000000000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SASX,
11111111111111111111000011110000,11111010111011111111000000000000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SSAX,
11111111111111111111000011110000,11111010110111111111000000000000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SSUB16,
11111111111111111111000011110000,11111010100011111111000000000000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SADD8,
11111111111111111111000011110000,11111010110011111111000000000000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SSUB8,
11111111111111111111000011110000,11111010100111111111000000010000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,QADD16,
11111111111111111111000011110000,11111010101011111111000000010000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,QASX,
11111111111111111111000011110000,11111010111011111111000000010000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,QSAX,
11111111111111111111000011110000,11111010110111111111000000010000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,QSUB16,
11111111111111111111000011110000,11111010100011111111000000010000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,QADD8,
11111111111111111111000011110000,11111010110011111111000000010000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,QSUB8,
11111111111111111111000011110000,11111010100111111111000000100000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SHADD16,
11111111111111111111000011110000,11111010101011111111000000100000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SHASX,
11111111111111111111000011110000,11111010111011111111000000100000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SHSAX,
11111111111111111111000011110000,11111010110111111111000000100000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SHSUB16,
11111111111111111111000011110000,11111010100011111111000000100000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SHADD8,
11111111111111111111000011110000,11111010110011111111000000100000,11111111100000001111000011000000,11111010100000001111000000000000,00000000011100000000000000110000,00000000000011110000111100001111,SHSUB8,
11111111111111111111000011110000,11111010100111111111000001000000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UADD16,
11111111111111111111000011110000,11111010101011111111000001000000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UASX,
11111111111111111111000011110000,11111010111011111111000001000000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,USAX,
11111111111111111111000011110000,11111010110111111111000001000000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,USUB16,
11111111111111111111000011110000,11111010100011111111000001000000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UADD8,
11111111111111111111000011110000,11111010110011111111000001000000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,USUB8,
11111111111111111111000011110000,11111010100111111111000001010000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UQADD16,
11111111111111111111000011110000,11111010101011111111000001010000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UQASX,
11111111111111111111000011110000,11111010111011111111000001010000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UQSAX,
11111111111111111111000011110000,11111010110111111111000001010000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UQSUB16,
11111111111111111111000011110000,11111010100011111111000001010000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UQADD8,
11111111111111111111000011110000,11111010110011111111000001010000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UQSUB8,
11111111111111111111000011110000,11111010100111111111000001100000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UHADD16,
11111111111111111111000011110000,11111010101011111111000001100000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UHASX,
11111111111111111111000011110000,11111010111011111111000001100000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UHSAX,
11111111111111111111000011110000,11111010110111111111000001100000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UHSUB16,
11111111111111111111000011110000,11111010100011111111000001100000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UHADD8,
11111111111111111111000011110000,11111010110011111111000001100000,11111111100000001111000011000000,11111010100000001111000001000000,00000000011100000000000000110000,00000000000011110000111100001111,UHSUB8,
11111111111111111111000011110000,11111010100011111111000010000000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,QADD,
11111111111111111111000011110000,11111010100011111111000010010000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,QDADD,
11111111111111111111000011110000,11111010100011111111000010100000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,QSUB,
11111111111111111111000011110000,11111010100011111111000010110000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,QDSUB,
11111111111111111111000011110000,11111010100111111111000010000000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,REV,
11111111111111111111000011110000,11111010100111111111000010010000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,REV16,
11111111111111111111000011110000,11111010100111111111000010100000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,RBIT,
11111111111111111111000011110000,11111010100111111111000010110000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,REVSH,
11111111111111111111000011110000,11111010101011111111000010000000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,SEL,
11111111111111111111000011110000,11111010101111111111000010000000,11111111110000001111000011000000,11111010100000001111000010000000,00000000001100000000000000110000,00000000000011110000111100001111,CLZ,
11111111111100000000000011110000,11111011100000000000000000000000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,SMULL,
11111111111100000000000011110000,11111011100100000000000011110000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,SDIV,
11111111111100000000000011110000,11111011101000000000000000000000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,UMULL,
11111111111100000000000011110000,11111011101100000000000011110000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,UDIV,
11111111111100000000000011110000,11111011110000000000000000000000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,SMLAL,
11111111111100000000000011000000,11111011110000000000000010000000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,SMLALBB,
11111111111100000000000011100000,11111011110000000000000011000000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,SMLALD,
11111111111100000000000011100000,11111011110100000000000011000000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,SMLSLD,
11111111111100000000000011110000,11111011111000000000000000000000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,UMLAL,
11111111111100000000000011110000,11111011111000000000000001100000,11111111100000000000000000000000,11111011100000000000000000000000,00000000011100000000000011110000,00000000000011111111111100001111,UMAAL,
11101111111100000000000000000000,11101100010000000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,MCRR,
11101111111100000000000000000000,11101100010100000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,MRRC,
11101111000000000000000000010000,11101110000000000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,CDP,
11101111000100000000000000010000,11101110000000000000000000010000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,MCR,
11101111000100000000000000010000,11101110000100000000000000010000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,MRC,
11101110001100000000000000000000,11101100001000000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,STC,
11101110100100000000000000000000,11101100100000000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,STC,
11101111000100000000000000000000,11101101000000000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,STC,
11101110001100000000000000000000,11101100001100000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,LDC,
11101110100100000000000000000000,11101100100100000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,LDC,
11101111000100000000000000000000,11101101000100000000000000000000,11101100000000000000000000000000,11101100000000000000000000000000,00000011111100000000111100010000,00010000000011111111000011101111,LDC,
11111111111000001111000011110000,11111010000000001111000000000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,LSL(register),
11111111111000001111000011110000,11111010001000001111000000000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,LSR(register),
11111111111000001111000011110000,11111010010000001111000000000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,ASR(register),
11111111111000001111000011110000,11111010011000001111000000000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,ROR(register),
11111111111111111111000010000000,11111010000011111111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTH,
11111111111110001111000010000000,11111010000000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAH,
11111111111101001111000010000000,11111010000000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAH,
11111111111100101111000010000000,11111010000000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAH,
11111111111100011111000010000000,11111010000000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAH,
11111111111111111111000010000000,11111010000111111111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTH,
11111111111110001111000010000000,11111010000100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAH,
11111111111101001111000010000000,11111010000100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAH,
11111111111100101111000010000000,11111010000100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAH,
11111111111100011111000010000000,11111010000100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAH,
11111111111111111111000010000000,11111010001011111111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTB16,
11111111111110001111000010000000,11111010001000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB16,
11111111111101001111000010000000,11111010001000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB16,
11111111111100101111000010000000,11111010001000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB16,
11111111111100011111000010000000,11111010001000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB16,
11111111111111111111000010000000,11111010001111111111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTB16,
11111111111110001111000010000000,11111010001100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB16,
11111111111101001111000010000000,11111010001100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB16,
11111111111100101111000010000000,11111010001100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB16,
11111111111100011111000010000000,11111010001100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB16,
11111111111111111111000010000000,11111010010011111111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTB,
11111111111110001111000010000000,11111010010000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB,
11111111111101001111000010000000,11111010010000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB,
11111111111100101111000010000000,11111010010000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB,
11111111111100011111000010000000,11111010010000001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,SXTAB,
11111111111111111111000010000000,11111010010111111111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTB,
11111111111110001111000010000000,11111010010100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB,
11111111111100101111000010000000,11111010010100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB,
11111111111100011111000010000000,11111010010100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB,
11111111111100000000000011110000,11111011000000000000000000010000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,MUL,
11111111111100001000000011110000,11111011000000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,MLA,
11111111111100000100000011110000,11111011000000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,MLA,
11111111111100000010000011110000,11111011000000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,MLA,
11111111111100000001000011110000,11111011000000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,MLA,
11111111111101001111000010000000,11111010010100001111000010000000,11111111000000001111000000000000,11111010000000001111000000000000,00000000111111110000000011110000,00000000000000000000111100001111,UXTAB,
11111111111100001111000011000000,11111011000100001111000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMULBB,SMULBT,SMULTB,SMULTT,
11111111111100001000000011000000,11111011000100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLABB,SMLABT,SMLATB,SMLATT,
11111111111100000100000011000000,11111011000100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLABB,SMLABT,SMLATB,SMLATT,
11111111111100000010000011000000,11111011000100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLABB,SMLABT,SMLATB,SMLATT,
11111111111100000001000011000000,11111011000100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLABB,SMLABT,SMLATB,SMLATT,
11111111111100000001000011100000,11111011001000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAD,SMLADX,
11111111111100000010000011100000,11111011001000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAD,SMLADX,
11111111111100000100000011100000,11111011001000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAD,SMLADX,
11111111111100001000000011100000,11111011001000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAD,SMLADX,
11111111111100001111000011100000,11111011001000001111000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMUAD,SMUADX,
11111111111100001111000011100000,11111011001100001111000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMULWB,SMLUWT,
11111111111100001000000011100000,11111011001100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAWB,SMLAWT,
11111111111100000100000011100000,11111011001100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAWB,SMLAWT,
11111111111100000010000011100000,11111011001100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAWB,SMLAWT,
11111111111100000001000011100000,11111011001100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLAWB,SMLAWT,
11111111111100000001000011100000,11111011010100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLSD,SMLSDX,
11111111111100000010000011100000,11111011010100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLSD,SMLSDX,
11111111111100000100000011100000,11111011010100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLSD,SMLSDX,
11111111111100001000000011100000,11111011010100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMLSD,SMLSDX,
11111111111100001111000011100000,11111011010100001111000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMMLA,SMMLAR,
11111111111100000000000011100000,11111011011000000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,SMMLS,SMMLSR,
11111111111100001000000011110000,11111011011100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,USAD8,
11111111111100000100000011110000,11111011011100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,USAD8,
11111111111100000010000011110000,11111011011100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,USAD8,
11111111111100000001000011110000,11111011011100000000000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,USAD8,
11111111111100001111000011110000,11111011011100001111000000000000,11111111100000000000000011000000,11111011000000000000000000000000,00000000011100001111000000110000,00000000000011110000111100001111,USADA8,
11111111011111111000000000000000,11111000001111110000000000000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(literal),
11111111011111110100000000000000,11111000001111110000000000000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(literal),
11111111011111110010000000000000,11111000001111110000000000000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(literal),
11111111011111110001000000000000,11111000001111110000000000000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(literal),
11111111111110001000100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111101001000100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111100101000100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111100011000100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111110000100100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111101000100100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111100100100100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111100010100100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111110000010100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111101000010100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111100100010100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111100010010100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111110000001100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
11111111111101000001100100000000,11111000001100000000100100000000,11111110011100000000000000000000,11111000001100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRH(immediate),
