掩码,特征码,固定位掩码,固定位码,操作码位掩码,操作数位掩码,指令名
11111111111100100001111100000000,11111001000100000000111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSBT,
11111111111100010001111100000000,11111001000100000000111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSBT,
11111111111110001000111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111101001000111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100101000111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100011000111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111110000100111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111101000100111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100100100111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100010100111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111110000010111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111101000010111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100100010111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100010010111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111110000001111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111101000001111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100100001111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111111100010001111111000000,11111001000100000000000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,LDRSB(register),
11111111011111111111000000000000,11111000000111111111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(literal),
11111111111110001111111100000000,11111000000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111101001111111100000000,11111000000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111100101111111100000000,11111000000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111100011111111100000000,11111000000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111100011111000000000000,11111000100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111100101111000000000000,11111000100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111101001111000000000000,11111000100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111110001111000000000000,11111000100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(immediate),
11111111111110001111111111000000,11111000000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(register),
11111111111101001111111111000000,11111000000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(register),
11111111111100101111111111000000,11111000000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(register),
11111111111100011111111111000000,11111000000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLD(register),
11111111111100011111100100000000,11111000000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111100101111100100000000,11111000000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111101001111100100000000,11111000000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111110001111100100000000,11111000000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111110001111111100000000,11111000000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111101001111111100000000,11111000000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111100101111111100000000,11111000000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111100011111111100000000,11111000000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111011111111111000000000000,11111001000111111111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111110001111000000000000,11111001100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111101001111000000000000,11111001100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111100101111000000000000,11111001100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111100011111000000000000,11111001100100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111100011111111100000000,11111001000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111100101111111100000000,11111001000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111101001111111100000000,11111001000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111110001111111100000000,11111001000100001111110000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(immediate,literal),
11111111111110001111111111000000,11111001000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(register),
11111111111101001111111111000000,11111001000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(register),
11111111111100101111111111000000,11111001000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(register),
11111111111100011111111111000000,11111001000100001111000000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,PLI(register),
11111111111100011111100100000000,11111001000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111100101111100100000000,11111001000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111101001111100100000000,11111001000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111110001111100100000000,11111001000100001111100100000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111110001111111100000000,11111001000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111101001111111100000000,11111001000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111100101111111100000000,11111001000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
11111111111100011111111100000000,11111001000100001111111000000000,11111110011100000000000000000000,11111000000100000000000000000000,00000001100011111111111111000000,00000000000000000000000000111111,UNPREDICTABLE,
